字,漢音
舫,ハウ
謗,ハウ
儻,タウ
湯,タウ
蕩,タウ
盪,タウ
𨫖,タウ
曠,クヮウ
爌,クヮウ
矌,クヮウ
壙,クヮウ
纊,クヮウ
儾,ダウ
灢,ダウ
㚂,ダウ
喪,サウ
𠷔,サウ
攩,クヮウ
擴,クヮウ
潢,クヮウ
暀,クヮウ
桄,クヮウ
光,クヮウ
鋼,カウ
掆,カウ
荒,クヮウ
漭,バウ
吂,バウ
㟐,バウ
汪,ワウ
䤑,ワウ
映,エイ
暎,エイ
賏,エイ
詇,エイ
敬,ケイ
竟,ケイ
鏡,ケイ
獍,ケイ
競,ケイ
𥪰,ケイ
誩,ケイ
倞,ケイ
檠,ケイ
儆,ケイ
曔,ケイ
慶,ケイ
更,カウ
命,メイ
病,ヘイ
評,ヘイ
𡊞,ヘイ
枰,ヘイ
孟,マウ
䁅,マウ
朚,マウ
盟,マウ
蝗,クヮウ
㶇,クヮウ
橫,クヮウ
柄,ヘイ
棅,ヘイ
怲,ヘイ
邴,ヘイ
鈵,ヘイ
寎,ヘイ
詠,ヱイ
咏,ヱイ
泳,ヱイ
禜,ヱイ
醟,ヱイ
行,カウ
絎,カウ
胻,カウ
倀,タウ
趟,タウ
偵,タウ
㡧,タウ
𩏠,タウ
牚,タウ
榜,ハウ
𧻓,ハウ
跰,ハウ
鋥,タウ
𥊼,タウ
䂻,タウ
生,セイ
鼪,セイ
貹,セイ
迎,ゲイ
膨,ハウ
諍,サウ
迸,ハウ
䙬,アウ
嫈,アウ
鞕,ガウ
硬,ガウ
轟,クヮウ
輷,クヮウ
勁,ケイ
倩,セイ
凊,セイ
政,セイ
正,セイ
証,セイ
鴊,セイ
聖,セイ
鄭,テイ
呈,テイ
㽀,テイ
遉,テイ
偵,テイ
靗,テイ
性,セイ
姓,セイ
令,レイ
詅,レイ
聘,ヘイ
娉,ヘイ
俜,ヘイ
敻,ケイ
詗,ケイ
醟,ケイ
矎,ケイ
摒,ヘイ
併,ヘイ
并,ヘイ
淨,セイ
㵾,セイ
穽,セイ
䝼,セイ
靚,セイ
請,セイ
婧,セイ
𩓞,セイ
盛,セイ
墭,セイ
晟,セイ
詺,メイ
輕,ケイ
精,セイ
徑,ケイ
經,ケイ
逕,ケイ
𠲮,ケイ
俓,ケイ
𩰹,ケイ
桱,ケイ
寗,ネイ
佞,ネイ
濘,ネイ
鸋,ネイ
腥,セイ
醒,セイ
睲,セイ
脛,ケイ
踁,ケイ
定,テイ
掟,テイ
廷,テイ
錠,テイ
矴,テイ
釘,テイ
訂,テイ
定,テイ
飣,テイ
奠,テイ
𦘭,テイ
顁,テイ
錠,テイ
罄,ケイ
𥥻,ケイ
磬,ケイ
殸,ケイ
𪊑,ケイ
𨆪,ケイ
鑋,ケイ
聽,テイ
汀,テイ
侹,テイ
靘,セイ
掅,セイ
䒌,メイ
暝,メイ
鎣,ヱイ
瑩,ヱイ
𢣙,ヱイ
瀅,ヱイ
零,レイ
𢺰,レイ
令,レイ
證,ショウ
烝,ショウ
孕,ヨウ
䵴,ヨウ
賸,ヨウ
媵,ヨウ
㑞,ヨウ
鱦,ヨウ
膡,ヨウ
乗,ショウ
鱦,ショウ
媵,ショウ
𣎜,ショウ
嵊,ショウ
賸,ショウ
剰,ショウ
認,ジョウ
扔,ジョウ
芿,ジョウ
㭁,ジョウ
應,ヨウ
譍,ヨウ
噟,ヨウ
甑,ショウ
䰝,ショウ
𩱭,ショウ
䙢,ショウ
興,キョウ
臖,キョウ
嬹,キョウ
勝,ショウ
膡,ショウ
蕂,ショウ
榺,ショウ
瞪,チョウ
𪒘,チョウ
𪑬,チョウ
𩜁,キョウ
凭,ヒョウ
靐,ヒョウ
稱,ショウ
秤,ショウ
凝,ギョウ
丞,ショウ
嶝,トウ
鐙,トウ
隥,トウ
橙,トウ
凳,トウ
𧀆,トウ
𩞬,トウ
磴,トウ
贈,ソウ
𪒟,ソウ
亘,コウ
堩,コウ
揯,コウ
縆,コウ
䱎,コウ
𥔂,コウ
蹭,ソウ
𠟂,ソウ
鄧,トウ
蹬,トウ
僜,トウ
𣩟,トウ
䮴,トウ
幐,トウ
𢅴,ボウ
䲛,ボウ
懜,ボウ
𨮒,ボウ
𧀧,ボウ
𥦜,ホウ
堋,ホウ
倗,ホウ
踜,ロウ
㱥,ロウ
增,ソウ
𡬙,ソウ
宥,イウ
又,イウ
佑,イウ
右,イウ
祐,イウ
䀁,イウ
𥁓,イウ
酭,イウ
𩑣,イウ
𤴨,イウ
囿,イウ
姷,イウ
忧,イウ
䞥,イウ
侑,イウ
𦳩,イウ
救,キウ
灸,キウ
廐,キウ
究,キウ
㝌,キウ
疚,キウ
㲃,キウ
𠣿,キウ
𧧷,キウ
猶,キウ
𨖏,キウ
胄,チウ
冑,チウ
𩊄,チウ
酎,チウ
宙,チウ
繇,チウ
籀,チウ
伷,チウ
䛆,チウ
疛,チウ
㿒,チウ
駎,チウ
懤,チウ
晝,チウ
咮,チウ
噣,チウ
狩,シウ
獸,シウ
守,シウ
首,シウ
收,シウ
臭,シウ
殠,シウ
岫,シウ
𥥉,シウ
袖,シウ
牰,シウ
齅,キウ
嘼,キウ
珛,キウ
呪,シウ
䯾,シウ
椆,シウ
祝,シウ
舊,キウ
柩,キウ
匶,キウ
皺,スウ
㾭,スウ
甃,スウ
縐,スウ
䐢,スウ
副,フウ
仆,フウ
𩯅,フウ
覆,フウ
𤸑,フウ
㤱,フウ
福,フウ
簉,シウ
䔏,シウ
遚,シウ
富,フウ
輻,フウ
鍑,フウ
䔰,フウ
畜,チウ
俞,チウ
溜,リウ
廖,リウ
霤,リウ
嬼,リウ
鷚,リウ
餾,リウ
瘤,リウ
窌,リウ
留,リウ
㙀,リウ
僇,リウ
廇,リウ
畂,リウ
𥛅,リウ
飂,リウ
勠,リウ
翏,リウ
塯,リウ
㽌,リウ
秀,シウ
繡,シウ
蜏,シウ
琇,シウ
宿,シウ
僦,シウ
䅢,シウ
媨,シウ
驟,シウ
㑳,シウ
僽,シウ
就,シウ
鷲,シウ
殧,シウ
㠇,シウ
糅,ヂウ
𩚖,ヂウ
腬,ヂウ
猱,ヂウ
狃,ヂウ
復,ホウ
𢕒,ホウ
𤸑,ホウ
伏,ホウ
椱,ホウ
𨺅,ホウ
覆,ホウ
複,ホウ
狖,イウ
貁,イウ
鼬,イウ
𤍕,イウ
柚,イウ
蜼,イウ
褎,イウ
油,イウ
猶,イウ
𪕏,イウ
櫾,イウ
輶,イウ
牰,イウ
蜏,イウ
授,シウ
詶,シウ
㖟,シウ
壽,シウ
售,シウ
綬,シウ
輮,ジウ
蹂,ジウ
煣,ジウ
鞣,ジウ
莓,ボウ
𪖐,ギウ
𪖛,キウ
䞭,シウ
𠋫,コウ
鮜,コウ
鄇,コウ
逅,コウ
訽,コウ
睺,コウ
后,コウ
後,コウ
堠,コウ
鱟,コウ
鍭,コウ
厚,コウ
䞧,コウ
䞀,コウ
𣣠,コウ
𡨥,コウ
滱,コウ
怐,コウ
扣,コウ
鷇,コウ
𡠆,コウ
䍍,コウ
簆,コウ
瞉,コウ
詬,コウ
茂,ボウ
貿,ボウ
鄮,ボウ
戊,ボウ
愗,ボウ
袤,ボウ
楙,ボウ
懋,ボウ
瞀,ボウ
䓮,ボウ
姆,ボウ
苺,ボウ
𦼪,ボウ
𠔼,ボウ
雺,ボウ
仆,ホウ
踣,ホウ
䞳,ホウ
㰴,ホウ
豧,ホウ
豆,トウ
竇,トウ
窬,トウ
逗,トウ
酘,トウ
荳,トウ
脰,トウ
郖,トウ
梪,トウ
餖,トウ
浢,トウ
䄈,トウ
毭,トウ
𩊪,トウ
𤀨,トウ
㛒,トウ
鬥,トウ
鬭,トウ
闘,トウ
噣,トウ
䛠,トウ
𧱦,トウ
斣,トウ
襡,トウ
䬦,トウ
瘶,ソウ
嗽,ソウ
欶,ソウ
漱,ソウ
鏉,ソウ
謏,ソウ
嗾,ソウ
奏,ソウ
走,ソウ
透,トウ
咅,トウ
㰯,トウ
䟝,トウ
𧺢,トウ
漚,オウ
䙔,オウ
𠹝,オウ
遘,コウ
構,コウ
媾,コウ
覯,コウ
姤,コウ
購,コウ
䝭,コウ
雊,コウ
彀,コウ
𤚼,コウ
句,コウ
軥,コウ
㝤,コウ
搆,コウ
怐,コウ
煹,コウ
䃓,コウ
冓,コウ
㝅,コウ
𢄇,コウ
輳,ソウ
腠,ソウ
湊,ソウ
嗾,ソウ
𪉮,ソウ
蔟,ソウ
楱,ソウ
𧱪,ソウ
陋,ロウ
漏,ロウ
鏤,ロウ
屚,ロウ
瘻,ロウ
𦸢,ロウ
𧷡,ロウ
𨫒,ロウ
蔄,ロウ
𣤋,ロウ
𧫞,ロウ
𠞭,ロウ
僂,ロウ
蔻,コウ
豞,コウ
䪷,コウ
詬,コウ
訽,コウ
吼,コウ
㰯,コウ
㖃,コウ
佝,コウ
怐,コウ
䏽,ホウ
𩌏,ホウ
偶,ゴウ
幼,イウ
謬,ビウ
繆,ビウ
𧾻,キウ
沁,シム
𠖶,シム
吣,シム
䈜,シム
浸,シム
𡫏,シム
𥧲,シム
祲,シム
妊,ジム
絍,ジム
鵀,ジム
任,ジム
衽,ジム
鴆,チム
沈,チム
㼉,チム
枕,シム
針,シム
𦧈,キム
䶖,キム
𤘡,キム
噤,キム
𦨽,キム
紟,キム
鈙,キム
凚,キム
笒,キム
齽,キム
禁,キム
僸,キム
㯲,キム
賃,ヂム
蔭,イム
䅧,イム
窨,イム
喑,イム
𤸌,イム
癊,イム
飲,イム
滲,シム
罧,シム
闖,チム
𧡬,チム
譖,シム
讖,シム
吟,ギム
揕,チム
㓄,チム
臨,リム
𠐼,リム
甚,シム
侺,シム
深,シム
𢊖,シム
勘,カム
䘓,カム
𧗀,カム
𪉯,カム
轗,カム
竷,カム
磡,カム
紺,カム
淦,カム
𧆐,カム
灨,カム
贛,カム
憾,カム
琀,カム
浛,カム
唅,カム
蜭,カム
莟,カム
䐄,カム
暗,アム
闇,アム
僋,タム
㶒,タム
撢,タム
㐁,タム
傝,タム
䐺,タム
憛,タム
誩,タム
俕,サム
閐,サム
㤾,サム
䫅,サム
謲,サム
參,サム
㽩,サム
醰,タム
贉,タム
𤁡,タム
瞫,タム
䀍,タム
儑,ガム
馾,タム
𩈉,タム
𩾺,タム
妠,ダム
顲,ラム
僋,ラム
𤃨,ラム
篸,サム
撍,サム
闞,カム
瞰,カム
𣊟,カム
嚂,カム
𪉿,カム
濫,ラム
㔋,ラム
𨣨,ラム
纜,ラム
爁,ラム
㜮,ラム
懢,ラム
䆾,ラム
嚂,ラム
𪉦,カム
𧵊,カム
蘫,カム
䖔,カム
憨,カム
㺖,カム
譀,カム
䗣,カム
䐄,カム
𤎡,カム
憺,タム
惔,タム
澹,タム
腅,タム
淡,タム
啗,タム
啖,タム
倓,タム
暫,サム
蹔,サム
鏨,サム
擔,タム
甔,タム
三,サム
豔,エム
艶,エム
爓,エム
焰,エム
焱,エム
𢴵,エム
鹽,エム
𤅸,エム
灩,エム
贍,セム
染,ゼム
髯,ゼム
厭,エム
𢜰,エム
猒,エム
饜,エム
嬮,エム
窆,ヘム
砭,ヘム
驗,ゲム
噞,ゲム
𣄝,ゲム
閃,セム
煔,セム
苫,セム
掞,セム
𡄑,セム
壍,セム
塹,セム
槧,セム
嬱,セム
殮,レム
斂,レム
瀲,レム
爁,レム
𧸘,レム
𩅼,レム
獫,レム
覘,テム
䀡,テム
𢜰,エム
俺,エム
潛,セム
占,セム
㮇,テム
舚,テム
忝,テム
𨸱,テム
煔,テム
㐁,テム
念,デム
𦁇,デム
店,テム
坫,テム
沾,テム
痁,テム
墊,テム
𩅀,テム
唸,テム
㝪,テム
埝,テム
𦒻,テム
䀡,テム
磹,テム
㼭,テム
趝,ケム
酓,エム
僭,セム
兼,ケム
䱤,ケム
傔,ケム
釅,ゲム
𪙊,ゲム
㪁,ケム
𤬯,ケム
陷,カム
䱤,カム
臽,カム
䐄,カム
錎,カム
蘸,サム
𧸖,タム
詀,タム
譧,タム
儳,サム
𨼮,サム
䪌,サム
𪉦,カム
䫡,カム
諵,ダム
鑑,カム
鑒,カム
監,カム
𥌈,カム
㔋,カム
懺,サム
儳,サム
摲,サム
𤮭,サム
㺖,サム
嚵,サム
釤,サム
䀐,サム
㣌,サム
㽉,カム
㯺,カム
鑱,サム
䪌,サム
欃,サム
䳻,サム
讒,サム
艬,サム
𪒠,ヱム
梵,ハム
帆,ハム
颿,ハム
汎,ハム
泛,ハム
𠆩,ハム
䀀,ハム
𥁔,ハム
氾,ハム
䒦,ハム
姂,ハム
劔,ケム
欠,ケム
㐸,ケム
俺,エム
㤿,エム
淹,エム
𦑎,エム
㛪,エム
裺,エム
䛳,エム
覎,エム
屋,ヲク
𡲃,ヲク
𦤼,ヲク
剭,ヲク
𨜘,ヲク
𪑱,ヲク
䑁,ヲク
獨,トク
黷,トク
讟,トク
髑,トク
䫳,トク
殰,トク
讀,トク
櫝,トク
牘,トク
儥,トク
㾄,トク
贕,トク
碡,トク
䢱,トク
䮷,トク
皾,トク
𤟩,トク
襡,トク
韣,トク
瓄,トク
瀆,トク
𨽍,トク
豄,トク
韇,トク
嬻,トク
犢,トク
𪇆,トク
罜,トク
㒔,トク
匵,トク
穀,コク
糓,コク
轂,コク
榖,コク
濲,コク
谷,コク
瑴,コク
𪇗,コク
𣨍,コク
𪕸,コク
䜼,コク
𧣡,コク
䐨,コク
𤞞,コク
𥆌,コク
䀰,コク
唂,コク
縠,コク
槲,コク
斛,コク
螜,コク
𧂔,コク
礐,コク
觳,コク
蔛,コク
𣫈,コク
𣹬,コク
䶜,コク
㽇,コク
䈸,コク
焀,コク
哭,コク
䍍,コク
㲉,コク
𪍠,コク
䧊,コク
䵈,コク
㲄,コク
𣫓,コク
速,ソク
遬,ソク
𧫣,ソク
蔌,ソク
餗,ソク
𩱖,ソク
𨄞,ソク
樕,ソク
𣫎,ソク
㑛,ソク
梀,ソク
𪋝,ソク
藗,ソク
殐,ソク
嗽,ソク
𡖯,ソク
棴,ソク
涑,ソク
禄,ロク
鹿,ロク
漉,ロク
渌,ロク
觻,ロク
睩,ロク
䚄,ロク
龣,ロク
𨏔,ロク
轆,ロク
㼾,ロク
𦪇,ロク
琭,ロク
簏,ロク
箓,ロク
螰,ロク
䍡,ロク
麓,ロク
㯟,ロク
碌,ロク
盝,ロク
𥂖,ロク
䮽,ロク
磟,ロク
簶,ロク
𧌍,ロク
谷,ロク
娽,ロク
𥉶,ロク
摝,ロク
𥛞,ロク
𦌟,ロク
𥂇,ロク
𤽺,ロク
廘,ロク
角,ロク
𥪋,ロク
彔,ロク
濼,ロク
鏕,ロク
趢,ロク
䎑,ロク
𨌠,ロク
㪖,ロク
𩅄,ロク
蔍,ロク
鄜,ロク
族,ソク
銼,ソク
鑿,ソク
鏃,ソク
鎐,ソク
暴,ホク
曝,ホク
瀑,ホク
䗱,ホク
㲫,ホク
樸,ホク
僕,ホク
䑑,ホク
𥐁,ホク
菐,ホク
𡕡,ホク
穙,ホク
扑,ホク
醭,ホク
濼,ホク
墣,ホク
𥣜,ホク
𪔿,ホク
攴,ホク
撲,ホク
骲,ホク
𪐙,ホク
䴆,ホク
卜,ホク
濮,ホク
䧤,ホク
轐,ホク
𡡐,ホク
樸,ホク
獛,ホク
蹼,ホク
纀,ホク
襆,ホク
𩯏,ホク
䪁,ホク
鳪,ホク
𪇰,ホク
木,ボク
沐,ボク
朷,ボク
毣,ボク
鶩,ボク
霂,ボク
𨍎,ボク
㡔,ボク
蓩,ボク
艒,ボク
鞪,ボク
楘,ボク
蚞,ボク
福,フク
腹,フク
複,フク
幅,フク
輻,フク
𠋩,フク
葍,フク
蝠,フク
𥳇,フク
鍑,フク
鶝,フク
踾,フク
輹,フク
菐,フク
偪,フク
楅,フク
𦿁,フク
伏,フク
復,フク
虙,フク
服,フク
𦨈,フク
茯,フク
馥,フク
鵩,フク
鞴,フク
蕧,フク
輹,フク
𨋩,フク
澓,フク
椱,フク
洑,フク
箙,フク
𩋟,フク
𨌥,フク
𤸑,フク
𪃃,フク
𩢰,フク
𥨍,フク
棴,フク
复,フク
畐,フク
𩊙,フク
絥,フク
𩎧,フク
菔,フク
匐,フク
鰒,フク
𥪋,フク
栿,フク
縮,シュク
莤,シュク
𩘹,シュク
𧼭,シュク
樎,シュク
謖,シュク
䎘,シュク
㩋,シュク
蹜,シュク
摍,シュク
𧐴,シュク
摵,シュク
謏,シュク
六,リク
陸,リク
戮,リク
剹,リク
勠,リク
稑,リク
穋,リク
鵱,リク
蓼,リク
𦾷,リク
𩣱,リク
鯥,リク
𦸐,リク
磟,リク
𧌉,リク
淕,リク
䡜,リク
坴,リク
𡴆,リク
踛,リク
僇,リク
𥚊,リク
逐,チク
軸,チク
碡,チク
妯,チク
舳,チク
鱁,チク
𧏿,チク
筑,チク
蓫,チク
柚,チク
䮱,チク
篴,チク
菊,キク
鞠,キク
蘜,キク
𧃓,キク
㥌,キク
𡙳,キク
掬,キク
匊,キク
𥷤,キク
𦶗,キク
鞫,キク
𡫬,キク
𥩁,キク
㹼,キク
𪈓,キク
鵴,キク
𨸰,キク
㘲,キク
㽤,キク
䱡,キク
椈,キク
巈,キク
臼,キク
䳔,キク
𩛺,キク
諊,キク
𩬜,キク
踘,キク
閰,キク
𣐊,キク
𧿻,キク
泦,キク
趜,キク
麴,キク
𥶶,キク
𩍔,キク
鞠,キク
𠤄,キク
熟,シュク
孰,シュク
淑,シュク
塾,シュク
𨷙,シュク
璹,シュク
婌,シュク
䃞,シュク
俶,シュク
柷,シュク
琡,シュク
𣥹,シュク
埱,シュク
育,イク
毓,イク
鬻,イク
粥,イク
𩱱,イク
䋭,イク
𧷗,イク
儥,イク
棛,イク
錥,イク
煜,イク
焴,イク
昱,イク
蒮,イク
淯,イク
蜟,イク
𢌻,イク
堉,イク
喅,イク
𤳕,イク
𥉑,イク
逳,イク
𦱀,イク
蘛,イク
肉,ジク
衄,ジク
鮞,ジク
粥,シュク
喌,シュク
祝,シュク
柷,シュク
琡,シュク
叔,シュク
儵,シュク
倐,シュク
透,シュク
虪,シュク
𨁀,シュク
鮛,シュク
掓,シュク
𢞣,シュク
翛,シュク
尗,シュク
菽,シュク
㶖,シュク
蓄,チク
稸,チク
畜,チク
𤲸,チク
㜅,チク
鄐,チク
荲,チク
蓫,チク
慉,チク
𥈆,チク
竹,チク
竺,チク
筑,チク
築,チク
𥴁,チク
茿,チク
蹙,シュク
踧,シュク
𧑙,シュク
𠴫,シュク
㗤,シュク
噈,シュク
摵,シュク
槭,シュク
殧,シュク
𣤶,シュク
𥷛,シュク
縬,シュク
𣢰,シュク
𦟠,シュク
顣,シュク
䙘,シュク
蹴,シュク
縬,シュク
𡎺,シュク
蝮,フク
覆,フク
蕧,フク
𩯅,フク
副,フク
㙏,フク
𥨍,フク
䔰,フク
郁,イク
戫,イク
彧,イク
燠,イク
栯,イク
噢,イク
墺,イク
䐿,イク
薁,イク
澳,イク
隩,イク
䉛,イク
𣢜,イク
𨞓,イク
𪑝,イク
稶,イク
懊,イク
㰲,イク
𠸹,イク
𨪎,イク
肅,シュク
宿,シュク
蓿,シュク
夙,シュク
𠉦,シュク
𠈇,シュク
玊,シュク
鷫,シュク
𪂸,シュク
蟰,シュク
驌,シュク
䎘,シュク
𩘹,シュク
鱐,シュク
䃤,シュク
𤥔,シュク
潚,シュク
橚,シュク
㩋,シュク
䑿,シュク
㑉,シュク
璛,シュク
㪩,シュク
目,ボク
睦,ボク
穆,ボク
苜,ボク
𦱒,ボク
牧,ボク
㙁,ボク
繆,ボク
萺,ボク
㣎,ボク
㾇,ボク
蓄,チク
稸,チク
滀,チク
苖,チク
荲,チク
蓫,チク
敊,チク
傗,チク
鄐,チク
矗,チク
砡,ギク
沃,ヨク
鋈,ヨク
鱟,ヨク
䑁,ヨク
䁷,ヨク
觷,ヨク
䮸,ヨク
毒,トク
𡹆,トク
𦺇,トク
蝳,トク
瑇,トク
纛,トク
𢃶,トク
碡,トク
篤,トク
竺,トク
督,トク
𧝴,トク
𧛔,トク
𧞶,トク
錖,トク
𤬂,トク
𥓍,トク
裻,トク
𡰪,トク
酷,コク
焅,コク
𥞴,コク
嚳,コク
硞,コク
𡷥,コク
鵠,コク
㿥,コク
翯,コク
隺,コク
𤌍,コク
頶,コク
𨴬,コク
礐,コク
僕,ホク
瞨,ホク
鏷,ホク
䗱,ホク
轐,ホク
䴆,ホク
梏,コク
牿,コク
䧼,コク
䅵,コク
告,コク
郜,コク
祰,コク
䧊,コク
䶜,コク
熇,コク
臛,コク
嚛,コク
歊,コク
褥,ジョク
傉,ジョク
耨,ジョク
搙,ジョク
濼,ラク
燭,ショク
屬,ショク
属,ショク
矚,ショク
䌵,ショク
囑,ショク
鸀,ショク
䟉,ショク
㰲,ショク
噣,ショク
蠾,ショク
韣,ショク
蠋,ショク
玉,ギョク
獄,ギョク
鳿,ギョク
頊,ギョク
旭,キョク
頊,キョク
勗,キョク
𩔴,キョク
𩪉,キョク
局,キョク
跼,キョク
駶,キョク
侷,キョク
䎤,キョク
蜀,ショク
韣,ショク
蠾,ショク
欘,ショク
䙱,ショク
襩,ショク
㒔,ショク
襡,ショク
屬,ショク
属,ショク
㻿,ショク
鐲,ショク
觸,ショク
觕,ショク
歜,ショク
臅,ショク
辱,ジョク
蓐,ジョク
褥,ジョク
鄏,ジョク
縟,ジョク
溽,ジョク
㦺,ジョク
媷,ジョク
嗕,ジョク
𪑾,ジョク
𩱜,ジョク
束,ショク
㑛,ショク
欲,ヨク
浴,ヨク
鵒,ヨク
𩀑,ヨク
鋊,ヨク
輍,ヨク
慾,ヨク
𤞞,ヨク
谷,ヨク
躅,チョク
蠾,チョク
蠋,チョク
録,リョク
渌,リョク
䚄,リョク
綠,リョク
醁,リョク
騄,リョク
娽,リョク
菉,リョク
逯,リョク
䱚,リョク
籙,リョク
碌,リョク
䟿,リョク
𧨹,リョク
趢,リョク
㫽,リョク
㪖,リョク
曲,キョク
䱡,キョク
䒼,キョク
匤,キョク
瘃,チョク
𤷚,チョク
孎,チョク
斸,チョク
钃,チョク
欘,チョク
𢒔,チョク
足,ショク
哫,ショク
贖,ショク
𩌮,ショク
䴰,ショク
幞,ホク
襆,ホク
促,ショク
誎,ショク
趗,ショク
𤗁,ショク
𦠁,ショク
㹱,ショク
續,ショク
俗,ショク
藚,ショク
𩌮,ショク
粟,ショク
𥻆,ショク
憟,ショク
涑,ショク
𣯼,ショク
玊,ショク
㔄,ショク
覺,カク
斠,カク
角,カク
桷,カク
較,カク
䡈,カク
珏,カク
瑴,カク
䮸,カク
䚫,カク
榷,カク
捔,カク
搉,カク
䁷,カク
梏,カク
傕,カク
䮤,カク
龣,カク
嶽,ガク
岳,ガク
樂,ガク
鸑,ガク
𩓥,ガク
觷,ガク
捳,ガク
㹊,ガク
浞,サク
丵,サク
鋜,サク
灂,サク
鷟,サク
捔,サク
澩,サク
篧,サク
汋,サク
齺,サク
𢋱,サク
簎,サク
捉,サク
穛,サク
𥼚,サク
穱,サク
斮,サク
篧,サク
𧂒,サク
朔,サク
欶,サク
嗽,サク
矟,サク
槊,サク
蒴,サク
數,サク
箾,サク
𦂗,サク
㮶,サク
揱,サク
𦋞,サク
斲,タク
涿,タク
諑,タク
㧻,タク
琢,タク
孎,タク
卓,タク
桌,タク
𥢔,タク
啄,タク
斀,タク
啅,タク
噣,タク
𢁁,タク
䐁,タク
倬,タク
晫,タク
𢽚,タク
菿,タク
剥,ハク
駮,ハク
駁,ハク
𩐟,ハク
𦢊,ハク
嚗,ハク
𥭖,ハク
肑,ハク
爆,ハク
𪇰,ハク
髉,ハク
㿺,ハク
䑈,ハク
趵,ハク
邈,バク
藐,バク
㦝,バク
眊,バク
皃,バク
毣,バク
瞀,バク
𢷕,バク
瞐,バク
雹,ハク
𩅟,ハク
𢷏,ハク
跑,ハク
𩣡,ハク
䮀,ハク
骲,ハク
𩺽,ハク
䈏,ハク
瓝,ハク
瓟,ハク
㼎,ハク
謈,ハク
犦,ハク
豰,ハク
窇,ハク
𥭓,ハク
𦢊,ハク
懪,ハク
㩧,ハク
璞,ハク
㩧,ハク
樸,ハク
朴,ハク
㹒,ハク
攴,ハク
墣,ハク
圤,ハク
颮,ハク
鞄,ハク
謈,ハク
𤆝,ハク
𥛟,ハク
㺪,ハク
𧴤,ハク
㱿,カク
毃,カク
愨,カク
搉,カク
確,カク
碻,カク
𤿩,カク
㲉,カク
觳,カク
燩,カク
嶨,カク
礐,カク
塙,カク
𣤇,カク
硞,カク
𡴊,カク
埆,カク
𡇱,カク
濁,タク
擢,タク
濯,タク
鵫,タク
嬥,タク
𧃔,タク
鐲,タク
𢺡,タク
㺟,タク
鸀,タク
蠗,タク
鸐,タク
𩑂,タク
𢢗,タク
𩆸,タク
㪬,タク
渥,アク
握,アク
偓,アク
箹,アク
幄,アク
楃,アク
喔,アク
鷽,アク
葯,アク
腛,アク
𪑱,アク
齷,アク
媉,アク
𦯏,アク
龏,アク
𠿟,アク
䮸,アク
搦,ダク
掉,ダク
䚥,ダク
𧢺,ダク
搙,ダク
𧣺,ダク
逴,タク
趠,タク
晫,タク
踔,タク
㪬,タク
犖,ラク
䃕,ラク
𡁆,ラク
學,カク
确,カク
嶨,カク
𥀣,カク
鷽,カク
澩,カク
觷,カク
㿥,カク
翯,カク
質,シツ
晊,シツ
郅,シツ
桎,シツ
櫍,シツ
蛭,シツ
騭,シツ
劕,シツ
銍,シツ
䑇,シツ
鑕,シツ
𡂒,シツ
懫,シツ
礩,シツ
侄,シツ
日,ジツ
馹,ジツ
衵,ジツ
㠴,ジツ
臸,ジツ
實,シツ
秩,チツ
紩,チツ
帙,チツ
袠,チツ
柣,チツ
翐,チツ
姪,チツ
妷,チツ
豑,チツ
𣗻,チツ
𧽮,チツ
𡙮,チツ
悉,シツ
厀,シツ
膝,シツ
蟋,シツ
𧀬,シツ
𦸝,シツ
䊝,シツ
僁,シツ
窸,シツ
一,イツ
弌,イツ
壹,イツ
七,シツ
漆,シツ
柒,シツ
䣛,シツ
𪄭,シツ
桼,シツ
𣛺,シツ
𦸓,シツ
㯃,シツ
匹,ヒツ
鷝,ヒツ
𠯔,ヒツ
䏘,ヒツ
吉,キツ
趌,キツ
狤,キツ
拮,キツ
𧾢,キツ
郆,キツ
洁,キツ
𤿠,キツ
暱,ヂツ
昵,ヂツ
衵,ヂツ
䵒,ヂツ
䵑,ヂツ
䘌,ヂツ
㥾,ヂツ
逸,イツ
佚,イツ
佾,イツ
溢,イツ
軼,イツ
鎰,イツ
泆,イツ
齸,イツ
劮,イツ
欥,イツ
䭿,イツ
䳀,イツ
詰,キツ
蛣,キツ
𩢴,キツ
趌,キツ
欯,キツ
欪,キツ
咭,キツ
恄,キツ
㣟,キツ
抶,チツ
咥,チツ
眣,チツ
跮,チツ
栗,リツ
㮚,リツ
𣡷,リツ
慄,リツ
溧,リツ
䬆,リツ
𠞉,リツ
鷅,リツ
凓,リツ
篥,リツ
麜,リツ
𨍫,リツ
瑮,リツ
𦃊,リツ
塛,リツ
搮,リツ
䔁,リツ
㗚,リツ
㟳,リツ
窒,チツ
挃,チツ
庢,チツ
銍,チツ
秷,チツ
𦤻,チツ
㲳,チツ
㗧,チツ
𪗻,チツ
𨖹,チツ
螲,チツ
𥎹,チツ
疾,シツ
𤕺,シツ
嫉,シツ
蒺,シツ
㑵,シツ
𧎿,シツ
揤,シツ
愱,シツ
槉,シツ
𠹋,シツ
𧪠,シツ
失,シツ
室,シツ
𩋡,シツ
堲,シツ
㘍,シツ
唧,シツ
㲺,シツ
𢪍,シツ
𧉍,シツ
蝍,シツ
楖,シツ
蜜,ビツ
𧖅,ビツ
